id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price
9377,Cloudside Hotel,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",410 Victoria St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4912147, -117.2933311)",
9378,Mistiso's Place Vacation Rentals,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",811 Vernon St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4928566, -117.2947616)",
9379,Kokanee Glacier Resort,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",2615 3a Hwy Nelson British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9380,The Blaylock Mansion,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Tennis Court', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1679 3a Hwy Nelson British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9381,Prestige Inn Nelson,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Concierge', 'Dry Cleaning', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9382,The Adventure Hotel,4.0,Very good,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Conference Facilities', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",616 Vernon St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.493615, -117.2920549)",88
9383,Bella Villa  Motel & Resort,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",6904 Ponderosa Dr Osoyoos British Columbia,Canada,Kimberley British Columbia,"(49.0293311, -119.4515305)",
9384,Willow Point Beach House,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Minibar', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",234 Nelson British Columbia,Canada,Kimberley British Columbia,"(49.494891, -117.290039)",
9385,Beach Taghum B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9386,Victoria Falls Guesthouse,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",203 Victoria St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4912147, -117.2933311)",
9387,Forest Golf Club & Inn,3.0,Average,"['Pool', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms']",102 Main St S Ontario,Canada,Kimberley British Columbia,"(43.9817706, -80.7352831)",127
9388,Oakwood Resort,,,[],70671 Bluewater Highway Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",
9389,Pine Dale Motor Inn,,,[],107 Ontario Street South Ontario,Canada,Kimberley British Columbia,"(43.3072711, -81.7610724)",
9390,The Pinewood,4.0,Very good,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9391,Amber Hotel,3.0,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",99 Ontario Street South Ontario,Canada,Kimberley British Columbia,"(43.516489, -79.874795)",
9392,Hotel Levesque,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Spa', 'Free parking', 'Restaurant', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",171 Fraser St Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",120
9393,Auberge Internationale Rivire-du-Loup,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Shuttle Bus Service', 'Family Rooms', 'Non-smoking rooms']",4 Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8358164, -69.5368025)",60
9394,Auberge de la Pointe,4.0,Very good,"['Free parking', 'Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",10 boulevard Cartier Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8619736, -69.549054)",
9395,Quality Inn & Suites Downtown,4.0,Very good,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",150 Euston St Charlottetown Prince Edward Island,Canada,Kimberley British Columbia,"(46.2381318, -63.1287810001625)",
9396,Motel Loupi,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",50 rue de l'Ancrage Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8566213, -69.547586)",
9397,Hotel Universel,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Bar/Lounge', 'Spa', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",31 Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8358164, -69.5368025)",114
9398,Comfort Inn Riviere-du-Loup,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Golf Course', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",85 boul. Cartier Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",95
9399,Motel Au Fleuve D'Argent Et Chalets,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",202 rue Frase Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",
9400,Alpen Motel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",5022 Highway 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6226467, -116.0709633)",
9401,Radius,5.0,Excellent,"['Free parking', 'Pets Allowed ( Dog / Pet Friendly )']",7058 Hwy 95 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6454079087094, -116.07795724982)",
9402,Sunset Motel,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",4883 McKay Street Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.618174722104, -116.070024719198)",
9403,Crystal Springs Motel,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4852 Radium Blvd Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6206283, -116.0745664)",
9404,Radium Chalet,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5063 Madsen Road Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9405,Gables Motel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Minibar', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",5028 Hwy. 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6226467, -116.0709633)",
9406,Misty River Lodge,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5036 Hwy 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6295138, -116.0646373)",
9407,Rocky Mountain Springs Lodge and Restaurant,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",5067 Madsen Rd. Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9408,Nipika Mountain Resort,5.0,Excellent,"['Free parking', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Ski-In / Ski-Out', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",9200 Settlers Road Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9409,Lido Motel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4876 McKay Street Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6180062183644, -116.069920832937)",
9410,Motel Tyrol,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Heated pool', 'Hot Tub', 'Outdoor pool', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9411,Radium Elk Park B & B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9412,Celadon Lodge,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5000 Highway 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6255298, -116.0671531)",
9413,Mountain Springs Motel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",4870 Radium Blvd Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.620727, -116.0742325)",
9414,Holiday Inn Express Lethbridge,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Airport transportation', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",120 Stafford Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6930615, -112.8336433)",
9415,Hampton Inn & Suites by Hilton Lethbridge,4.5,Excellent,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",4073 2 Ave S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6968044, -112.7823648)",
9416,Best Western Plus Service Inn & Suites,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",209 41 St S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6951745, -112.7818651)",
9417,Ramada by Wyndham Lethbridge,3.5,Very good,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Restaurant', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking hotel', 'Sauna', 'Wheelchair Access', 'Microwave', 'Non-smoking rooms']",1303 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9418,Sandman Hotel Lethbridge,3.5,Very good,"['Room service', 'Restaurant', 'Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",421 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9419,Travelodge Lethbridge,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",1009 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9420,Fairfield Inn & Suites by Marriott Lethbridge,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9421,Super 8 by Wyndham Lethbridge,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Indoor pool', 'Meeting rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",1030 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9422,Superlodge Lethbridge,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Dry Cleaning', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",2210 7 Ave S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6894677, -112.8161863)",
9423,Holiday Inn Lethbridge,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Room service', 'Restaurant', 'Bar/Lounge', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",2375 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",119
9424,Knights Inn Lethbridge,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1026 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9425,Motel 6 Lethbridge AB,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Business Centre with Internet Access', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1142 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9426,Chinook Motel,3.0,Average,"['Free High Speed Internet (WiFi)', 'Restaurant', 'Spa', 'Business Centre with Internet Access', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1245 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9427,Coast Lethbridge Hotel & Conference Centre,4.5,Excellent,"['Free parking', 'Restaurant', 'Pool', 'Room service', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Non-smoking rooms', 'Suites']",526 Mayor Magrath Drive South Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6595203, -112.7932427)",
9428,Premier Inn And Suites,4.0,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Breakfast Available', 'Business Centre with Internet Access', 'Hot Tub', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",2225 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",
9429,Paradise Canyon Golf Resort,4.0,Very good,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Paid Internet', 'Paid Wifi', 'Tennis Court', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",185 Canyon Blvd W Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6545992, -112.8466336)",
9430,Sandman Signature Lethbridge Lodge,3.0,Average,"['Pool', 'Restaurant', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",320 Scenic Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6940949, -112.8447582)",
9431,Charles Street Suites,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1272 8 Ave S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6886422, -112.8260641)",
9432,Enid's B&B,4.5,,[],3204 Lakehill Cres S ,Canada,Kimberley British Columbia,"(49.6745242, -112.7944796)",
9433,LUX Hotel,4.0,,[],4401 University Dr W ,Canada,Kimberley British Columbia,"(42.3155076, -71.0406209)",
9434,Elbas Farms Vacation Cottages and RV Park,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Suites']",85021 Range Road 211 Lethbridge Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",
9435,Bridgeview RV Resort,3.5,Very good,"['Pool', 'Children Activities (Kid / Family Friendly)', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry']",1501 2 Ave W Lethbridge Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",
9436,Mount Blakiston House at the University of Lethbridge,,,[],4401 University Dr W ,Canada,Kimberley British Columbia,"(42.3155076, -71.0406209)",
9437,Hampton Inn & Suites by Hilton Barrie,4.5,Excellent,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",74 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3540363071372, -79.6939630216905)",105
