id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price
3128,Bel Air Cedar Resort,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Kitchenette']",33858 Highway 97 Oliver British Columbia,Canada,"(49.170683, -119.556956)",
3129,Desert Gem RV resort,3.5,,[],5357 Main St. (Hwy. 97) ,Canada,"(50.9816591, -2.7466472)",
3130,Retreat by the Lake,5.0,Excellent,"['Air conditioning', 'Refrigerator in room']",649 Lakeside Crt Oliver British Columbia,Canada,"(49.1890446, -119.5424902)",
3131,La te da B&B,4.5,,[],36865 85th S ,Canada,"(40.5965985, -111.9836762)",
3132,EZ Campground,2.5,Average,"['Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry']",8112 Highway 97 Oliver British Columbia,Canada,"(49.170683, -119.556956)",
3133,Legacy Acres B&B,,,[],458 Johnson Cres ,Canada,"(49.8459755, -97.321036809999)",
3134,19th Hole Bed and Breakfast,,,[],33426 123rd Street ,Canada,"(41.7160718, -83.4752804)",
3136,Sea Raven Motel,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Business Centre with Internet Access', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",3301 Oceanview Dr. Queen Charlotte City British Columbia,Canada,"(53.2539096, -132.1055396)",
3137,Hiellen Longhouse Village,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", Masset British Columbia,Canada,"(54.0124473, -132.1452236)",
3138,Cacilia s Bed and Breakfast,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Family Rooms']",40293 Highway 16 Tlell British ,Canada,"(51.7252449, -3.0811001)",
3139,Duffy's Cottages and Suites,,,[],Oceanview Drive 3419-B ,Canada,"(-33.9241848, 25.5391266)",
3140,Queen Charlotte Lodge,5.0,Excellent,"['Restaurant', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Non-smoking rooms', 'Suites']", Naden Harbour British Columbia,Canada,"(53.9872563, -132.627514299239)",
3141,Haida House at Tllaal,5.0,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Non-smoking hotel', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms']",2087 Beitush Road Tlell British Columbia,Canada,"(53.5916281, -131.9393669)",
3142,Jags Beanstalk,4.5,Excellent,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']",100 Highway 16 Skidegate British Columbia,Canada,"(55.001251, -125.002441)",
3143,The Lodge at Hippa Island (Westcoast Resorts),5.0,Excellent,"['Restaurant', 'Bar/Lounge', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Hot Tub', 'Non-smoking hotel', 'Non-smoking rooms']",Hippa Island Queen Charlotte City British Columbia,Canada,"(55.001251, -125.002441)",
3144,The Lodge at Englefield Bay (Westcoast Resorts),5.0,Excellent,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Banquet Room', 'Breakfast Available', 'Concierge', 'Conference Facilities', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Non-smoking rooms']",Englefield Bay Queen Charlotte City British Columbia,Canada,"(55.001251, -125.002441)",
3145,Premier Creek Lodging,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Kitchenette', 'Non-smoking rooms']",3101 Third Ave. Queen Charlotte City British Columbia,Canada,"(55.001251, -125.002441)",
3146,Dorothy and Mike's Guest House,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3127 Second Ave Queen Charlotte City British Columbia,Canada,"(55.001251, -125.002441)",
3147,Copper Beech House B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']",1590 Delkatla Masset British Columbia,Canada,"(54.0107849, -132.1400254)",
3148,Peregrine Lodge,5.0,Excellent,"['Free Internet', 'Restaurant', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Airport transportation', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms', 'Suites']",6425 River Rd Naden Harbour British Columbia,Canada,"(55.001251, -125.002441)",
3149,Chinook Lodge,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",2042 Maple Crescent Masset British Columbia,Canada,"(54.0130646, -132.148494904337)",
3150,Eagles Feast House,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']",2120 Harrison Avenue Masset British Columbia,Canada,"(54.0098779, -132.147851)",
3151,The West Coast Fishing Club - The Outpost,5.0,Excellent,"['Bar/Lounge', 'Breakfast included', 'Restaurant', 'Airport transportation', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms', 'Suites']",Port Louis Inlet British Columbia ,Canada,"('nil', 'nil')",
3152,All The Beach You Can Eat,5.0,Excellent,"['Free parking', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette', 'Non-smoking rooms']",15831 Tow Hill Rd Masset British Columbia,Canada,"(54.0108286, -132.1352818)",
3153,Echo Bay Lodge,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Business Centre with Internet Access', 'Concierge', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",223 2nd Ave Queen Charlotte City British Columbia,Canada,"(53.2553766, -132.0710348)",
3154,Smillie's Bed & Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Kitchenette', 'Non-smoking rooms', 'Suites']",97 Bayveiw Dr Port Clements British Columbia,Canada,"(55.001251, -125.002441)",
3155,Chateau Norm,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4112 Oceanview Drive Queen Charlotte City British Columbia,Canada,"(53.2539096, -132.1055396)",
3156,Serenity Now! Bed and Breakfast,5.0,Excellent,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Non-smoking hotel', 'Non-smoking rooms']",40623 Highway 1 Tlell British Columbia,Canada,"(55.001251, -125.002441)",
3157,Spruce Point Lodge,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",609 6th Ave. Queen Charlotte City British Columbia,Canada,"(53.2527503, -132.0947473)",
3158,Haida Gwaii Lodge B&B,4.0,Very good,"['Free Internet', 'Free parking', 'Non-smoking rooms']",50 Raven Ave Masset British Columbia,Canada,"(54.0328385, -132.174324)",
3159,Alaska View Lodge,4.0,Very good,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']",12291 Tow Hill Road Masset British Columbia,Canada,"(54.0108286, -132.1352818)",
3160,Hidden Island RV & Campground,5.0,,[],1790 Tow Hill Rd ,Canada,"(54.0394987605646, -131.922439460868)",
3161,Engelhard's Oceanview Lodge,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Non-smoking rooms']",1970 Harrison Ave Masset British Columbia,Canada,"(54.0098779, -132.147851)",
3162,Rapid Richie’s Beach Cabin Heaven,4.0,Very good,['Kitchenette'],15901 Tow Hill Roa Masset British Columbia,Canada,"(55.001251, -125.002441)",
3163,Richardson Ranch,4.5,,[],39614 Highway 16 ,Canada,"(40.8471162, -92.0317955)",
3164,Gracie's Place,3.5,Very good,"['Free Internet', 'Free parking', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",3113 Oceanview Dr Queen Charlotte City British Columbia,Canada,"(53.2539096, -132.1055396)",
3165,Agate Beach Campground,5.0,,[],Tow Hill Rd ,Canada,"(40.7722579, -78.0160661)",
3166,Riverside Bed & Breakfast,,,[], Tlell British Columbia,Canada,"(53.583538, -131.933441)",
3167,Breezeway Accommodations,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Kitchenette', 'Suites']",901 3rd Ave Queen Charlotte City British Columbia,Canada,"(53.2548411, -132.0604261)",
3168,Hecate Inn,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette', 'Non-smoking rooms']",321 Oceanview Dr Queen Charlotte City British Columbia,Canada,"(53.2543478886362, -132.102857453917)",
3169,Golden Spruce Motel,3.5,Very good,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Kitchenette']",2 Grouse Street Port Clements British Columbia,Canada,"(53.6864032, -132.1697556)",
3170,Glen Lyon Inn,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Business Centre with Internet Access', 'Concierge', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",6435 Hardy Bay Road Port Hardy British Columbia,Canada,"(50.710529, -127.4900107)",
3171,Quarterdeck Inn & Marina Resort,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Meeting rooms', 'Multilingual Staff', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",6555 Hardy Bay Rd Port Hardy British Columbia,Canada,"(50.7126587, -127.4914469)",129.0
3172,Port Hardy RV Resort & Log Cabins,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",8080 Goodspeed Road Port Hardy British Columbia,Canada,"(50.697673, -127.4780558)",
3174,Kwa'lilas Hotel,4.5,Excellent,"['Free parking', 'Restaurant', 'Room service', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",9040 Granville Street Port Hardy British Columbia,Canada,"(50.7206947, -127.4967195)",
3175,Escape B&B,,,[],4125 Byng Road Port Hardy British Columbia,Canada,"(50.6893475, -127.4531093)",
3176,Ecoscape Cabins,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",6305 Jensen Cove Road Port Hardy British Columbia,Canada,"(50.7171085, -127.4776512)",
3177,Pier Side Landing,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms', 'Suites']",8600 Granville Street Port Hardy British Columbia,Canada,"(50.7206947, -127.4967195)",
3178,North Coast Trail Backpacker's Hostel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']",8635 Granville St Port Hardy British Columbia,Canada,"(50.7220843, -127.4912274)",
3179,Telco House B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",Telco Street Port Hardy British Columbia,Canada,"(50.7259881, -127.4921644)",
3180,Chocolate & Serenity B&B,5.0,Excellent,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning']",8505 Founders Blvd. Port Hardy British Columbia,Canada,"(50.7054142, -127.4830997)",
3181,First Choice B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Laundry Service', 'Non-smoking hotel', 'Shuttle Bus Service', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",7071 McDougal Pl Port Hardy British Columbia,Canada,"(50.7201642, -127.5108345)",
3182,C&N Backpackers Port Hardy,3.5,Very good,"['Free Internet', 'Free parking', 'Laundry Service', 'Shuttle Bus Service']",8740 Main St Port Hardy British Columbia,Canada,"(55.001251, -125.002441)",
3183,Bonita B&B,4.5,,[],9310 Elk Drive ,Canada,"(38.7539989795918, -77.2688786122449)",
3184,Providence Place,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Airport transportation', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Shuttle Bus Service', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",7050 Rupert Street Port Hardy British ,Canada,"(50.7203361, -127.4959813)",85.0
3185,Pioneer Inn,2.5,Average,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Shuttle Bus Service', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",8405 Byng Road Port Hardy British Columbia,Canada,"(50.6893475, -127.4531093)",85.0
3187,North Shore Inn,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",7370 Market Street Port Hardy British Columbia BC,Canada,"(50.7220043, -127.4922459)",86.0
3188,Abusa By The Sea,,,[],98 Tsakis Way ,Canada,"(50.6944829, -127.4134628)",
3189,Oceanview Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Non-smoking rooms']",7735 Cedar Pl. Port Hardy British Columbia,Canada,"(50.7295633, -127.4990475)",
3190,Bear Cove Cottages,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",6715 Bear Cove Highway Port Hardy British Columbia,Canada,"(50.692701, -127.4678219)",
3191,God's Pocket Resort,5.0,Excellent,"['Breakfast included', 'Bar/Lounge', 'Non-smoking hotel', 'Non-smoking rooms', 'Suites']",Hurst Island Port Hardy British Columbia,Canada,"(55.001251, -125.002441)",
3192,Quatse River Regional Park and Campground,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access']",8400 Byng Road Port Hardy British Columbia,Canada,"(50.6893475, -127.4531093)",
3193,An Ocean Storm Bed & Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Non-smoking rooms']",5885 Beaver Harbour Rd Port Hardy British Columbia,Canada,"(50.6923399, -127.4144797)",
3194,Duval Point Lodge,4.5,Excellent,"['Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",Mount Waddington C Port Hardy British Columbia,Canada,"(55.001251, -125.002441)",
3195,North Coast Cottages,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette']",6745 Hardy Bay road Port Hardy British Columbia,Canada,"(50.710529, -127.4900107)",
3196,Eagles Nest B&B,5.0,Excellent,[],7680 Eagle Crescent West Port Hardy British Columbia,Canada,"(55.001251, -125.002441)",
3197,Scotia Bay Bed and Breakfast,5.0,Excellent,['Kitchenette'],515 Scotia Bay Port Hardy British Columbia,Canada,"(55.001251, -125.002441)",
3198,Sockeye Cottages,5.0,,[],7860 Sockeye Road ,Canada,"(58.6993337, -156.6860017)",
3199,Scotia Bay Resort,3.5,Very good,[],Port Hard Port Hardy British Columbia,Canada,"(55.001251, -125.002441)",
3200,The Gray's Den B&B,5.0,,[],6100 Huckleberry Lane ,Canada,"(41.7478707, -72.5413728)",
3201,Mrs. P's B & B,5.0,,[],8737 Telco Street ,Canada,"(50.7259881, -127.4921644)",
3202,Bunkers B&B,,,[],9485 Upper Carnarvan ,Canada,"('nil', 'nil')",
3203,Kris' Cottage,,,[],7645 Eagle Crescent West ,Canada,"(52.8572623, -2.2560345)",
3204,Serengeti Lodge,,,[],3 Tsitika Crescent ,Canada,"(50.2122222, -126.5995996)",
3207,Nature's Inn Kenora,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1505 Erie Street Kenora Ontario,Canada,"(49.7580967, -94.5618285)",
3208,Super 8 by Wyndham Kenora,4.0,Very good,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",240 Lakeview Dr Kenora Ontario,Canada,"(49.7683503740741, -94.5010012592593)",
3209,Clarion Lakeside Inn and Conference Centre,3.5,Very good,"['Restaurant', 'Free parking', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",470 First Ave S Kenora Ontario,Canada,"(50.1049323, -91.9086135)",
3210,Days Inn by Wyndham Kenora,3.0,Average,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",920 Highway 17 E Kenora Ontario,Canada,"(49.7457335, -94.3719405)",
3211,Comfort Inn Kenora,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1230 Highway 17 E Kenora Ontario,Canada,"(49.7457335, -94.3719405)",
3212,Brewers Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Conference Facilities', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",805 St Clair Street Kenora Ontario,Canada,"(49.758085, -94.550167)",
3213,Traveler's Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",700 Eighth Ave S Kenora Ontario,Canada,"(50.000678, -86.000977)",
3214,Dogtooth Lake Resort,5.0,,[],Dogtooth Lake RD ,Canada,"(49.6651067, -94.0844079)",
3215,Wiley Point Wilderness Lodge,4.0,Very good,['Restaurant'],Lake of the Woods Kenora,Canada,"('nil', 'nil')",
3216,Travelodge Kenora,3.0,Average,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Restaurant', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",800 Highway 17 E Kenora Ontario,Canada,"(49.7457335, -94.3719405)",
3217,The Waterview Inn,,,[],630 Lakeview Dr Kenora Ontario,Canada,"(49.7658549, -94.5212731)",
3218,Lake Vu Motel,2.0,Poor,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",740 Lakeview Dr Kenora Ontario,Canada,"(49.76373835, -94.5262682242499)",
3219,Andy Lake Resort & Conference Centre,,,[],9201 Highway 71 ,Canada,"(34.188219, -82.4030048)",
3220,Anchor Inn & Marina,2.0,,[],543 Lakeview Dr ,Canada,"(40.0571366167742, -86.0241979419835)",
3221,Deep Water Fishing Lodge,,,[], ,Canada,"('nil', 'nil')",
3222,Delaney Lake Lodge,,,[],1016 Park St ,Canada,"(37.4964989395973, -120.860475)",
3223,Luby's 24 HR Limited,,,[],612 Ninth St N ,Canada,"(41.403813, -70.556754)",
3224,Mary McLeod Bed & Breakfast,,,[],203 Superior Street ,Canada,"(41.5139704086565, -83.3613636213741)",
3225,Moore Bay Fishing Lodge,,,[],Lake of the Woods ,Canada,"(48.7032282, -94.8480091)",
3228,Hilton Vancouver Metrotown,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Free Internet', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Paid Internet', 'Paid Wifi', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",6083 McKay Ave Burnaby British Columbia,Canada,"(49.2279337, -123.0044131)",241.0
3229,Accent Inn Burnaby,4.5,Excellent,"['Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",3777 Henning Dr Burnaby British Columbia,Canada,"(49.2639515, -123.0197275)",
3230,Delta Hotels by Marriott Burnaby Conference Centre,4.5,Excellent,"['Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Free parking', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Casino and Gambling', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Wheelchair Access', 'Non-smoking rooms', 'Suites']",4331 Dominion St Burnaby British Columbia,Canada,"(49.2565552, -123.0069167)",288.0
3232,Element Vancouver Metrotown,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5988 Willingdon Ave Burnaby British Columbia,Canada,"(49.2303683, -123.0041598)",280.0
3233,"Executive Suites Hotel & Conference Centre, Metro Vancouver",4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",4201 Lougheed Hwy Burnaby British Columbia,Canada,"(49.2675843, -123.010589550535)",
